post_id,upload_date,content_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,traffic_source
IG0004528,2025-05-23 09:25:22.954916,4526,167182,5404,4252,6639,699876,1120521,685,16.37,Profile
IG0004529,2025-11-09 09:25:22.954916,4527,168365,6217,568,12650,565530,736311,791,25.51,Home Feed
IG0004530,2025-05-23 09:25:22.954916,4528,58085,3239,4429,3604,1218787,1389891,30,4.99,Home Feed
IG0004531,2025-09-22 09:25:22.954916,4529,179233,9421,3152,2262,1193574,1610382,114,12.05,External
IG0004532,2025-09-26 09:25:22.954916,4530,7853,7570,2962,11706,1051883,1432461,845,2.1,External
IG0004533,2025-01-31 09:25:22.954916,4531,127801,4750,161,14256,876654,1285827,656,11.43,Profile
IG0004534,2025-08-29 09:25:22.954916,4532,27157,1228,1329,9603,1705771,1893148,297,2.08,Home Feed
IG0004535,2025-03-04 09:25:22.954916,4533,127041,2078,4368,1587,1719107,1954070,915,6.91,Hashtags
IG0004536,2025-02-19 09:25:22.954916,4534,16403,6151,175,6757,1701607,1743552,344,1.69,Explore
IG0004537,2025-05-10 09:25:22.954916,4535,161863,4458,4936,3953,1306963,1337482,37,13.1,Profile
IG0004538,2025-09-16 09:25:22.954916,4536,183742,6218,364,6814,1533338,1755341,52,11.23,Home Feed
IG0004539,2025-07-20 09:25:22.954916,4537,100917,2075,3910,12853,1554841,1965913,115,6.09,Profile
IG0004540,2024-12-28 09:25:22.954916,4538,192436,4206,884,2690,382528,674161,900,29.7,External
IG0004541,2024-12-03 09:25:22.954916,4539,151691,3455,3074,14408,353146,561318,488,30.75,Profile
IG0004542,2025-09-06 09:25:22.954916,4540,36325,7115,1920,7434,1175501,1635662,930,3.23,External
IG0004543,2025-02-25 09:25:22.954916,4541,46497,9771,1650,10405,1781093,2227803,902,3.07,Reels Feed
IG0004544,2025-05-12 09:25:22.954916,4542,162173,5419,398,13749,1342220,1626693,583,11.17,Profile
IG0004545,2025-06-10 09:25:22.954916,4543,19378,8867,648,3123,1042399,1289848,703,2.48,Profile
IG0004546,2024-11-26 09:25:22.954916,4544,89917,2449,3611,7870,364520,687405,169,15.11,Explore
IG0004547,2025-03-19 09:25:22.954916,4545,174040,6618,1038,9061,1675398,1757296,664,10.86,External
IG0004548,2025-02-20 09:25:22.954916,4546,172693,8322,4393,7067,441364,681742,992,28.23,Reels Feed
IG0004549,2025-03-30 09:25:22.954916,4547,184634,3177,2337,2754,180365,354493,143,54.42,Reels Feed
IG0004550,2025-07-09 09:25:22.954916,4548,163709,4159,1795,3494,471928,927593,129,18.67,Profile
IG0004551,2025-01-11 09:25:22.954916,4549,120071,888,1193,1753,1611988,1967597,53,6.3,Explore
IG0004552,2024-11-25 09:25:22.954916,4550,1551,349,5000,7315,1626397,1774934,176,0.8,Explore
IG0004553,2025-09-25 09:25:22.954916,4551,33797,4968,406,11024,974241,1471789,266,3.41,Hashtags
IG0004554,2024-12-31 09:25:22.954916,4552,93859,4744,2332,12822,685777,922699,753,12.33,Hashtags
IG0004555,2025-02-02 09:25:22.954916,4553,156680,6312,2869,9323,749063,1210169,953,14.48,Profile
IG0004556,2025-04-15 09:25:22.954916,4554,164391,2143,1306,12300,1837040,1862361,417,9.67,Reels Feed
IG0004557,2024-11-19 09:25:22.954916,4555,69412,4679,184,3090,1375166,1788301,211,4.33,Explore
IG0004558,2025-04-28 09:25:22.954916,4556,54310,9527,3806,12246,1453388,1586100,14,5.04,External
IG0004559,2025-05-24 09:25:22.954916,4557,28093,8267,1070,9182,1721198,1996727,331,2.33,External
IG0004560,2024-11-30 09:25:22.954916,4558,48763,9629,1682,653,1192908,1437438,341,4.22,External
IG0004561,2024-11-22 09:25:22.954916,4559,66218,5440,2913,12257,218414,629300,720,13.8,Home Feed
IG0004562,2025-03-27 09:25:22.954916,4560,91608,5291,77,14122,758442,1242813,306,8.94,Hashtags
IG0004563,2024-12-23 09:25:22.954916,4561,101220,1183,999,2267,138875,330445,27,31.98,Hashtags
IG0004564,2024-11-20 09:25:22.954916,4562,136217,1467,820,174,44220,322119,435,43.05,External
IG0004565,2025-05-23 09:25:22.954916,4563,167847,5776,472,11044,806192,1103785,142,16.77,Reels Feed
IG0004566,2025-09-15 09:25:22.954916,4564,161772,7148,3986,3800,478485,511292,112,34.56,Reels Feed
IG0004567,2025-06-20 09:25:22.954916,4565,8535,5930,3517,3277,164932,207541,435,10.24,Explore
IG0004568,2025-05-16 09:25:22.954916,4566,119609,2107,4265,9836,319694,574428,78,23.64,Profile
IG0004569,2025-08-13 09:25:22.954916,4567,105151,570,4072,5157,1425765,1648970,786,6.97,Explore
IG0004570,2025-08-14 09:25:22.954916,4568,91014,9162,1069,1707,963188,1043407,711,9.87,Explore
IG0004571,2025-02-15 09:25:22.954916,4569,32512,4146,158,7718,828048,1263439,381,3.52,Home Feed
IG0004572,2025-01-06 09:25:22.954916,4570,75482,7442,3742,12406,257976,661488,217,14.98,Hashtags
IG0004573,2024-12-14 09:25:22.954916,4571,190128,2832,4616,8,1925750,2185397,412,9.04,External
IG0004574,2025-10-19 09:25:22.954916,4572,143017,206,1043,4966,797811,987927,780,15.11,Reels Feed
IG0004575,2025-10-14 09:25:22.954916,4573,174170,3669,4109,12075,632510,919146,200,21.11,External
IG0004576,2025-09-16 09:25:22.954916,4574,4484,9777,123,11752,951660,1171884,25,2.23,Home Feed
IG0004577,2025-03-26 09:25:22.954916,4575,163587,942,4345,7879,209778,312124,497,56.63,Explore
IG0004578,2024-12-22 09:25:22.954916,4576,121397,5717,756,10529,465865,952228,766,14.53,Explore
IG0004579,2025-10-23 09:25:22.954916,4577,191430,2565,3912,9169,1110287,1272782,61,16.27,Profile
IG0004580,2025-11-01 09:25:22.954916,4578,121661,7796,129,6095,1863406,2345347,909,5.79,Hashtags
IG0004581,2024-12-30 09:25:22.954916,4579,38540,2138,4076,10460,174868,190150,686,29.04,External
IG0004582,2025-05-05 09:25:22.954916,4580,75531,7420,1550,5587,1408255,1844618,167,4.88,Explore
IG0004583,2025-01-14 09:25:22.954916,4581,49788,51,1740,3720,1286049,1712573,244,3.23,External
IG0004584,2025-06-26 09:25:22.954916,4582,30016,6807,894,2219,1625177,1645661,686,2.43,Profile
IG0004585,2025-11-14 09:25:22.954916,4583,67341,1962,2476,7103,1426802,1829637,527,4.31,Profile
IG0004586,2024-11-22 09:25:22.954916,4584,104682,6398,152,3988,865426,926551,537,12.44,Reels Feed
IG0004587,2025-07-12 09:25:22.954916,4585,187695,6449,619,2070,733033,826137,677,23.83,Profile
IG0004588,2025-10-15 09:25:22.954916,4586,25859,2121,2550,5250,621180,646980,152,5.53,Profile
IG0004589,2025-04-08 09:25:22.954916,4587,135300,1713,2341,3152,1080777,1304625,803,10.92,Hashtags
IG0004590,2024-11-26 09:25:22.954916,4588,58222,878,2388,11729,770203,930804,964,7.87,Hashtags
IG0004591,2025-02-18 09:25:22.954916,4589,192552,1963,4309,60,1432536,1590701,779,12.5,Hashtags
IG0004592,2025-04-23 09:25:22.954916,4590,74836,6204,24,3217,117409,188812,116,44.64,Hashtags
IG0004593,2025-05-16 09:25:22.954916,4591,49341,4341,890,626,230798,351984,180,15.68,Explore
IG0004594,2025-10-31 09:25:22.954916,4592,78089,5064,1635,11174,785950,1017622,233,9.43,External
IG0004595,2024-12-23 09:25:22.954916,4593,43581,4672,1191,9203,1887117,2059857,510,2.85,Hashtags
IG0004596,2025-05-17 09:25:22.954916,4594,85196,3096,2204,2508,716780,1152059,761,8.07,Profile
IG0004597,2024-12-16 09:25:22.954916,4595,38818,9849,507,13872,1170571,1473630,71,4.28,Hashtags
IG0004598,2025-06-15 09:25:22.954916,4596,42093,526,2045,1551,49670,423442,950,10.91,Hashtags
IG0004599,2025-10-05 09:25:22.954916,4597,17915,5592,1997,2440,1944327,2418517,759,1.16,Explore
IG0004600,2024-12-09 09:25:22.954916,4598,132435,8217,476,2603,245672,310567,274,46.28,Profile
IG0004601,2025-08-11 09:25:22.954916,4599,191430,8740,985,2392,551059,784701,420,25.94,Profile
IG0004602,2025-06-19 09:25:22.954916,4600,103419,7816,2655,2443,281020,589053,437,19.75,Reels Feed
IG0004603,2025-07-31 09:25:22.954916,4601,15799,412,772,8104,1547708,1752533,876,1.43,External
IG0004604,2025-09-02 09:25:22.954916,4602,86674,2135,3214,9707,313576,641109,413,15.87,Explore
IG0004605,2025-03-10 09:25:22.954916,4603,38060,1391,1424,2385,689205,1182404,308,3.66,Explore
IG0004606,2025-04-14 09:25:22.954916,4604,63191,4935,2442,421,699292,735178,967,9.66,Hashtags
IG0004607,2025-06-06 09:25:22.954916,4605,17891,3359,461,10442,419717,911263,293,3.53,Hashtags
IG0004608,2025-07-30 09:25:22.954916,4606,92320,6442,1056,14984,353960,393510,828,29.17,Profile
IG0004609,2025-04-24 09:25:22.954916,4607,34805,1014,4994,1867,72487,358251,122,11.91,External
IG0004610,2025-09-16 09:25:22.954916,4608,147561,2674,1711,4117,370812,470186,879,33.19,Reels Feed
IG0004611,2025-02-01 09:25:22.954916,4609,181615,9863,4766,8672,90327,549264,374,37.31,Hashtags
IG0004612,2025-09-13 09:25:22.954916,4610,42479,9771,2438,5874,1810048,2175609,136,2.78,Explore
IG0004613,2024-12-24 09:25:22.954916,4611,24645,9421,4230,10694,489702,916269,173,5.35,External
IG0004614,2024-12-04 09:25:22.954916,4612,125523,9128,247,11450,738764,800015,558,18.29,External
IG0004615,2025-03-20 09:25:22.954916,4613,87049,3156,4888,5054,778535,1146801,980,8.73,Profile
IG0004616,2025-09-06 09:25:22.954916,4614,105582,5846,955,9052,1838343,2020359,810,6.01,External
IG0004617,2025-07-26 09:25:22.954916,4615,89113,483,3446,3574,28138,485737,95,19.89,Profile
IG0004618,2025-08-28 09:25:22.954916,4616,136247,7602,2761,1191,1947834,2349975,441,6.29,Explore
IG0004619,2025-05-21 09:25:22.954916,4617,17007,2656,1500,4551,1789645,2066400,675,1.24,Profile
IG0004620,2024-12-16 09:25:22.954916,4618,181384,8668,676,5,887354,918646,858,20.76,Profile
IG0004621,2025-03-17 09:25:22.954916,4619,55250,2722,2259,9140,1898771,2132533,792,3.25,Explore
IG0004622,2025-09-17 09:25:22.954916,4620,199587,1281,1821,4071,1934116,1985072,203,10.42,Reels Feed
IG0004623,2025-02-02 09:25:22.954916,4621,175763,3154,4321,3385,371504,837195,790,22.29,Reels Feed
IG0004624,2025-07-29 09:25:22.954916,4622,129550,7010,2224,6035,1412615,1886211,592,7.68,Profile
IG0004625,2025-10-23 09:25:22.954916,4623,188633,1190,2356,246,1170928,1391686,470,13.83,External
IG0004626,2025-05-11 09:25:22.954916,4624,69905,3830,3278,1010,500152,625817,624,12.47,Hashtags
IG0004627,2025-09-03 09:25:22.954916,4625,194956,6775,4768,12661,553764,621840,63,35.24,Explore
IG0004628,2025-10-22 09:25:22.954916,4626,151238,9348,1103,4360,110339,403386,231,41.16,External
IG0004629,2025-08-20 09:25:22.954916,4627,122829,3560,3378,14995,248803,713517,217,20.29,External
IG0004630,2025-10-07 09:25:22.954916,4628,59740,8192,3686,3761,991800,1250982,43,6.03,Hashtags
IG0004631,2024-12-02 09:25:22.954916,4629,129216,4599,3986,5610,365844,733092,895,19.56,Reels Feed
IG0004632,2025-09-07 09:25:22.954916,4630,184712,3317,2343,11636,939823,1020428,306,19.8,External
IG0004633,2025-01-31 09:25:22.954916,4631,45788,4547,1415,6442,1836704,2122981,253,2.74,Reels Feed
IG0004634,2025-02-06 09:25:22.954916,4632,27545,2129,2128,2877,1008783,1325913,263,2.62,Reels Feed
IG0004635,2025-07-16 09:25:22.954916,4633,103700,6208,311,2070,1302413,1388942,922,8.08,Profile
IG0004636,2025-07-29 09:25:22.954916,4634,100229,5446,798,13194,407699,710690,547,16.84,External
IG0004637,2025-10-29 09:25:22.954916,4635,176046,753,2630,11755,771173,786836,434,24.3,Profile
IG0004638,2025-05-25 09:25:22.954916,4636,86230,5517,215,1672,647603,729237,555,12.84,External
IG0004639,2025-11-14 09:25:22.954916,4637,157633,1420,1826,997,889253,1202058,207,13.47,Reels Feed
IG0004640,2025-02-28 09:25:22.954916,4638,166936,6977,1585,8672,396608,662102,457,27.82,Hashtags
IG0004641,2025-05-30 09:25:22.954916,4639,22951,5499,3316,2750,131642,514831,740,6.7,Home Feed
IG0004642,2025-03-27 09:25:22.954916,4640,16220,374,1919,14793,1260075,1673254,788,1.99,External
IG0004643,2025-01-28 09:25:22.954916,4641,132812,2485,3189,14989,1892003,2063678,298,7.44,Profile
IG0004644,2025-04-20 09:25:22.954916,4642,64792,7108,2069,10968,461270,708783,517,11.98,Reels Feed
IG0004645,2025-09-23 09:25:22.954916,4643,54991,9086,4468,7125,1406496,1808301,249,4.18,Explore
IG0004646,2025-06-06 09:25:22.954916,4644,147578,9647,284,6823,1950454,2163967,896,7.59,Home Feed
IG0004647,2025-10-05 09:25:22.954916,4645,134042,4410,357,14491,1461615,1760369,15,8.71,Hashtags
IG0004648,2024-12-30 09:25:22.954916,4646,149973,2267,3757,9461,1886608,2015845,61,8.21,Profile
IG0004649,2025-01-24 09:25:22.954916,4647,169264,4338,4337,12884,974711,1336731,162,14.28,Explore
IG0004650,2025-01-23 09:25:22.954916,4648,57855,7871,2310,8673,1351556,1413223,380,5.43,Hashtags
IG0004651,2025-08-18 09:25:22.954916,4649,198066,3840,754,12525,480256,620227,299,34.69,Reels Feed
IG0004652,2025-08-13 09:25:22.954916,4650,170576,6317,2562,1018,1946567,2324715,17,7.76,Home Feed
IG0004653,2025-10-03 09:25:22.954916,4651,124572,10,3027,7765,780702,1147537,286,11.8,Reels Feed
IG0004654,2025-01-26 09:25:22.954916,4652,58611,7870,1392,8822,1126662,1281527,52,5.98,Hashtags
IG0004655,2025-05-18 09:25:22.954916,4653,3976,3615,1578,4640,1881044,2243070,845,0.62,Home Feed
IG0004656,2025-08-17 09:25:22.954916,4654,36028,7773,1468,12184,1658764,2116596,886,2.71,Home Feed
IG0004657,2024-12-25 09:25:22.954916,4655,84648,475,551,1392,1279051,1507891,136,5.77,Explore
IG0004658,2025-10-28 09:25:22.954916,4656,58608,5092,4095,1803,818846,1205260,354,5.77,Explore
IG0004659,2025-01-24 09:25:22.954916,4657,159476,5782,3103,7316,1122111,1157552,77,15.18,External
IG0004660,2025-08-16 09:25:22.954916,4658,106588,9446,3226,14115,240719,513064,836,26.0,Hashtags
IG0004661,2025-04-04 09:25:22.954916,4659,56173,3101,3344,10100,581848,714572,961,10.18,External
IG0004662,2025-04-29 09:25:22.954916,4660,162437,8518,3108,10250,1055621,1358437,846,13.57,External
IG0004663,2025-05-20 09:25:22.954916,4661,43443,1630,1889,6121,727673,1045711,187,5.08,External
IG0004664,2025-07-28 09:25:22.954916,4662,176357,7681,313,5938,1403796,1530738,697,12.43,Profile
IG0004665,2025-04-28 09:25:22.954916,4663,17913,9357,4422,8051,1560718,1886727,958,2.11,External
IG0004666,2025-05-27 09:25:22.954916,4664,18819,8628,2969,8983,1175226,1634837,878,2.41,Hashtags
IG0004667,2024-12-24 09:25:22.954916,4665,72392,2163,4869,2788,553571,990311,409,8.3,External
IG0004668,2025-09-02 09:25:22.954916,4666,60527,8455,3050,10675,1662436,1712516,279,4.83,External
IG0004669,2024-11-19 09:25:22.954916,4667,36343,9381,1820,2288,10368,472098,416,10.56,Explore
IG0004670,2025-09-07 09:25:22.954916,4668,127027,5296,3089,1130,369226,412505,186,33.1,External
IG0004671,2025-01-17 09:25:22.954916,4669,87163,1321,2831,1286,1625464,1810700,892,5.11,External
IG0004672,2025-06-20 09:25:22.954916,4670,185723,2443,2986,14519,1930976,2049944,491,10.03,External
IG0004673,2025-10-05 09:25:22.954916,4671,21139,4373,4981,13289,285244,778043,875,5.63,Reels Feed
IG0004674,2025-01-11 09:25:22.954916,4672,27906,6308,1505,543,238224,350062,498,10.36,Reels Feed
IG0004675,2025-08-25 09:25:22.954916,4673,105768,1949,771,2358,401316,469514,820,23.61,Explore
IG0004676,2024-11-29 09:25:22.954916,4674,50369,1805,3081,7021,523031,911277,902,6.83,Profile
IG0004677,2025-10-01 09:25:22.954916,4675,169581,6258,3841,13075,1648091,2033026,652,9.48,Reels Feed
IG0004678,2025-03-22 09:25:22.954916,4676,43646,4425,2521,8630,1566043,1765904,494,3.35,Hashtags
IG0004679,2025-07-07 09:25:22.954916,4677,183460,6559,526,12211,315190,437823,115,46.31,Reels Feed
IG0004680,2025-08-29 09:25:22.954916,4678,71334,7777,4894,6407,1244448,1391691,183,6.5,Hashtags
IG0004681,2025-03-23 09:25:22.954916,4679,3746,7550,2662,1064,1125945,1586128,797,0.95,External
IG0004682,2025-10-24 09:25:22.954916,4680,99765,2979,2339,1639,1460066,1590216,433,6.71,Reels Feed
IG0004683,2025-03-06 09:25:22.954916,4681,6197,6560,4918,8899,134485,557332,88,4.77,Home Feed
IG0004684,2025-01-10 09:25:22.954916,4682,194575,6458,1717,3002,438871,612449,184,33.59,Hashtags
IG0004685,2025-10-24 09:25:22.954916,4683,176365,8585,474,342,588109,673679,234,27.57,Explore
IG0004686,2025-07-01 09:25:22.954916,4684,78481,5998,2484,12148,1827956,2285450,696,4.34,External
IG0004687,2025-09-25 09:25:22.954916,4685,90304,7683,1752,11937,1112237,1473166,102,7.58,Profile
IG0004688,2024-12-10 09:25:22.954916,4686,105210,1250,4454,14080,1947458,2003165,664,6.24,Explore
IG0004689,2025-03-02 09:25:22.954916,4687,146488,8781,4206,898,831457,1300139,391,12.34,External
IG0004690,2025-11-04 09:25:22.954916,4688,125050,6478,1954,1241,1005918,1288259,369,10.46,Reels Feed
IG0004691,2024-12-07 09:25:22.954916,4689,146805,5040,1999,12343,431195,452095,898,36.76,Explore
IG0004692,2025-06-11 09:25:22.954916,4690,52900,2438,1796,5124,839336,906653,281,6.87,Home Feed
IG0004693,2024-12-17 09:25:22.954916,4691,121068,2827,232,12290,1559541,1884481,287,7.24,Reels Feed
IG0004694,2025-04-09 09:25:22.954916,4692,22532,9339,2069,1292,1899562,2192237,794,1.61,Reels Feed
IG0004695,2025-03-26 09:25:22.954916,4693,147601,6608,4028,8963,83275,513118,174,32.59,Hashtags
IG0004696,2025-11-01 09:25:22.954916,4694,196328,4983,1021,14433,1877842,2106285,393,10.29,External
IG0004697,2025-08-27 09:25:22.954916,4695,59110,3836,1740,619,996932,1083545,519,6.03,Explore
IG0004698,2025-01-02 09:25:22.954916,4696,192931,7793,3332,7430,1757246,2166624,706,9.76,Profile
IG0004699,2025-04-26 09:25:22.954916,4697,187072,1796,1919,11372,519929,560047,726,36.1,Profile
IG0004700,2025-03-15 09:25:22.954916,4698,179219,8479,127,3287,302110,584520,237,32.7,Home Feed
IG0004701,2025-07-31 09:25:22.954916,4699,33397,5918,865,10930,629345,856154,639,5.97,Hashtags
IG0004702,2025-02-18 09:25:22.954916,4700,124457,8689,2797,5080,908360,1032000,486,13.67,External
IG0004703,2025-06-18 09:25:22.954916,4701,43553,9484,729,5656,1141600,1520781,67,3.91,Profile
IG0004704,2025-09-23 09:25:22.954916,4702,23265,2764,2382,5625,183334,208830,101,16.3,External
IG0004705,2025-06-13 09:25:22.954916,4703,79630,2933,4308,11248,348954,362615,199,27.06,Reels Feed
IG0004706,2025-02-18 09:25:22.954916,4704,195612,2465,3560,7592,763643,885503,44,23.63,Hashtags
IG0004707,2025-02-03 09:25:22.954916,4705,196055,4210,1596,3587,1580024,2005800,878,10.24,Reels Feed
IG0004708,2025-09-02 09:25:22.954916,4706,41489,9590,555,3591,770695,846528,543,6.52,Home Feed
IG0004709,2025-06-20 09:25:22.954916,4707,187666,8660,1096,155,767314,1124314,506,17.57,Reels Feed
IG0004710,2025-05-13 09:25:22.954916,4708,158766,6868,1033,10455,430801,688512,149,25.73,Reels Feed
IG0004711,2025-05-02 09:25:22.954916,4709,107108,9303,144,6479,992308,1344243,584,9.15,Reels Feed
IG0004712,2025-06-11 09:25:22.954916,4710,99485,18,1170,4889,1612354,1617553,83,6.53,Explore
IG0004713,2025-08-14 09:25:22.954916,4711,140564,2665,4347,10671,926777,1403325,312,11.28,Hashtags
IG0004714,2025-06-19 09:25:22.954916,4712,94997,1196,4611,2697,1697534,2045887,123,5.06,Profile
IG0004715,2025-10-31 09:25:22.954916,4713,48394,9676,3830,14666,730426,865058,383,8.85,Reels Feed
IG0004716,2025-09-18 09:25:22.954916,4714,69758,333,2792,7828,1367560,1485193,330,5.43,Profile
IG0004717,2025-09-14 09:25:22.954916,4715,56500,9677,1872,8786,1257835,1360686,960,5.65,Hashtags
IG0004718,2025-05-24 09:25:22.954916,4716,184637,2812,4258,2082,1949134,2287106,799,8.47,Profile
IG0004719,2025-07-28 09:25:22.954916,4717,67100,5025,338,7800,348779,570203,443,14.08,Hashtags
IG0004720,2025-07-16 09:25:22.954916,4718,75391,2649,4187,11286,458783,886439,147,10.55,Profile
IG0004721,2025-06-13 09:25:22.954916,4719,48734,8186,4129,6822,1542919,1662795,390,4.08,Hashtags
IG0004722,2025-01-18 09:25:22.954916,4720,5613,8724,3658,5943,1210955,1264767,43,1.89,Hashtags
IG0004723,2025-01-12 09:25:22.954916,4721,189724,8328,4785,2166,818943,1092758,585,18.76,Reels Feed
IG0004724,2025-06-08 09:25:22.954916,4722,72468,2757,4167,14626,295280,758799,523,12.39,Profile
IG0004725,2025-06-06 09:25:22.954916,4723,115929,6761,41,10325,1179166,1610833,985,8.26,External
IG0004726,2025-09-30 09:25:22.954916,4724,19976,6321,3560,4713,319310,427593,600,8.08,Profile
IG0004727,2025-05-27 09:25:22.954916,4725,151171,299,2799,9084,1723491,1888782,88,8.65,Explore
IG0004728,2025-09-12 09:25:22.954916,4726,46872,8999,1446,12502,1349172,1625313,946,4.3,Profile
IG0004729,2025-04-20 09:25:22.954916,4727,140486,9342,1609,1422,782613,1125176,534,13.59,Home Feed
IG0004730,2025-04-23 09:25:22.954916,4728,189454,8221,3477,4308,1998705,2080957,52,9.87,Explore
IG0004731,2025-09-11 09:25:22.954916,4729,145248,3003,292,6350,596982,665644,913,23.27,Hashtags
IG0004732,2025-11-03 09:25:22.954916,4730,118593,8341,159,8773,33128,392036,142,34.66,Explore
IG0004733,2024-11-28 09:25:22.954916,4731,104975,2609,4066,10428,1124373,1452668,691,8.4,Profile
IG0004734,2025-02-22 09:25:22.954916,4732,131496,7513,2005,1155,1326015,1692965,582,8.4,External
IG0004735,2024-12-29 09:25:22.954916,4733,63114,8495,434,5957,1026569,1294496,850,6.03,Hashtags
IG0004736,2025-10-12 09:25:22.954916,4734,9496,7204,4305,14439,282639,660552,417,5.37,External
IG0004737,2025-11-17 09:25:22.954916,4735,156589,9596,1539,2817,1989258,2065492,310,8.26,External
IG0004738,2025-06-17 09:25:22.954916,4736,64016,806,710,1784,521777,818215,243,8.23,Reels Feed
IG0004739,2025-02-14 09:25:22.954916,4737,23510,477,1081,6922,1985312,2447312,60,1.31,Home Feed
IG0004740,2025-03-10 09:25:22.954916,4738,121617,9136,4046,5986,958470,1176586,583,11.97,Profile
IG0004741,2025-08-31 09:25:22.954916,4739,149062,784,138,2731,1940655,2162169,455,7.06,Hashtags
IG0004742,2025-11-08 09:25:22.954916,4740,39305,3969,3536,6294,1135359,1486144,401,3.57,External
IG0004743,2025-05-09 09:25:22.954916,4741,59308,8057,4686,14442,1213444,1565803,459,5.52,Reels Feed
IG0004744,2025-07-16 09:25:22.954916,4742,102026,562,2585,9044,325474,424085,165,26.93,Hashtags
IG0004745,2025-06-13 09:25:22.954916,4743,157670,1435,1977,12434,1058274,1094445,516,15.85,External
IG0004746,2025-04-07 09:25:22.954916,4744,199547,645,3454,4421,93093,231942,104,89.71,Explore
IG0004747,2024-12-20 09:25:22.954916,4745,37852,84,1039,9216,599180,794856,111,6.06,Explore
IG0004748,2025-05-23 09:25:22.954916,4746,795,7525,4661,5818,1895251,2077311,998,0.9,Profile
IG0004749,2025-01-15 09:25:22.954916,4747,147364,2990,3807,3625,647459,686747,492,22.98,Explore
IG0004750,2025-06-19 09:25:22.954916,4748,103132,1948,1624,2192,250274,555342,618,19.61,External
IG0004751,2025-01-25 09:25:22.954916,4749,127796,8717,3373,2325,1686621,1874767,921,7.59,Reels Feed
IG0004752,2025-03-12 09:25:22.954916,4750,182113,9401,2389,2893,1517215,1531581,923,12.85,Hashtags
IG0004753,2025-03-05 09:25:22.954916,4751,6986,6878,2570,6940,646462,1083387,676,2.16,Explore
IG0004754,2025-06-21 09:25:22.954916,4752,86706,3605,4075,5494,1087780,1560009,605,6.4,External
IG0004755,2025-10-16 09:25:22.954916,4753,136211,1635,228,42,315684,505567,222,27.32,External
IG0004756,2025-06-07 09:25:22.954916,4754,20483,3585,2329,61,128913,207775,810,12.73,Home Feed
IG0004757,2025-06-13 09:25:22.954916,4755,161859,3002,4420,8915,1239121,1468554,499,12.13,Reels Feed
IG0004758,2025-04-27 09:25:22.954916,4756,188237,6612,1739,5429,369047,585067,956,34.53,Profile
IG0004759,2025-10-28 09:25:22.954916,4757,59341,8798,1754,11159,572839,747395,645,10.84,Reels Feed
IG0004760,2025-02-14 09:25:22.954916,4758,170348,2096,23,9377,219683,306402,93,59.35,Explore
IG0004761,2025-03-27 09:25:22.954916,4759,65272,2639,2288,12912,1927224,2385408,334,3.48,Profile
IG0004762,2025-03-27 09:25:22.954916,4760,11294,1204,3306,7944,1912186,2355102,641,1.01,External
IG0004763,2025-06-04 09:25:22.954916,4761,136404,5582,3130,8157,1715097,2201333,854,6.96,Home Feed
IG0004764,2025-11-09 09:25:22.954916,4762,16894,7215,2319,10067,1636843,1843737,816,1.98,External
IG0004765,2024-12-03 09:25:22.954916,4763,174458,892,4690,11274,1701401,1972361,149,9.7,Explore
IG0004766,2025-06-13 09:25:22.954916,4764,10268,2796,2819,12769,1751337,1767286,390,1.62,Profile
IG0004767,2025-11-07 09:25:22.954916,4765,161628,5074,2866,4633,1625606,2005107,975,8.69,Explore
IG0004768,2025-02-01 09:25:22.954916,4766,140635,2618,2722,4340,20011,320419,416,46.91,External
IG0004769,2024-11-25 09:25:22.954916,4767,171354,2411,1137,7262,1521419,1568846,951,11.61,External
IG0004770,2025-06-28 09:25:22.954916,4768,147258,3842,913,5073,1278124,1392479,111,11.28,Profile
IG0004771,2025-04-03 09:25:22.954916,4769,176480,5316,4840,3676,50446,197568,398,96.33,Home Feed
IG0004772,2024-12-16 09:25:22.954916,4770,33658,801,2516,8436,1975787,2473379,239,1.84,Reels Feed
IG0004773,2025-07-18 09:25:22.954916,4771,15491,8297,1319,13794,344001,825825,710,4.71,Home Feed
IG0004774,2025-01-27 09:25:22.954916,4772,90467,4244,3233,11546,776929,783502,291,13.97,Explore
IG0004775,2024-11-20 09:25:22.954916,4773,1302,8107,2468,2619,736469,1225936,752,1.18,External
IG0004776,2025-10-17 09:25:22.954916,4774,171842,576,2201,9606,1297511,1658406,168,11.11,Hashtags
IG0004777,2025-04-03 09:25:22.954916,4775,180351,8697,1830,14349,1865085,2033638,41,10.09,External
IG0004778,2025-02-17 09:25:22.954916,4776,89452,762,2484,164,1162870,1302621,485,7.13,Reels Feed
IG0004779,2025-04-23 09:25:22.954916,4777,72090,8233,3892,14656,895213,1377974,109,7.18,Profile
IG0004780,2025-08-20 09:25:22.954916,4778,63034,8393,1130,14928,221070,537696,569,16.27,Profile
IG0004781,2025-04-17 09:25:22.954916,4779,20556,6906,355,8779,152845,489847,470,7.47,Reels Feed
IG0004782,2025-02-10 09:25:22.954916,4780,79087,2088,2444,2930,1633257,2041786,96,4.24,Profile
IG0004783,2025-07-21 09:25:22.954916,4781,150014,7234,4468,4325,1783991,1974640,997,8.41,Profile
IG0004784,2025-01-12 09:25:22.954916,4782,132179,5468,1272,12720,24962,287949,865,52.66,Home Feed
